,loss,accuracy,val_loss,val_accuracy
0,0.7561856508255005,0.736946165561676,0.6184490323066711,0.7844626307487488
1,0.5486757159233093,0.8135481476783752,0.46237099170684814,0.8475467562675476
2,0.4553833603858948,0.8501647710800171,0.4544028639793396,0.8317757248878479
3,0.39926454424858093,0.8739655613899231,0.37725117802619934,0.8755841255187988
4,0.365419864654541,0.8848773241043091,0.3845504820346832,0.8691588640213013
5,0.3375683128833771,0.8910289406776428,0.32547274231910706,0.8878504633903503
6,0.3121720850467682,0.8995239734649658,0.33213192224502563,0.884929895401001
7,0.290881872177124,0.9075796604156494,0.28513526916503906,0.9042056202888489
8,0.2752123773097992,0.9103624820709229,0.3114040493965149,0.8901869058609009
9,0.2547464072704315,0.9185646176338196,0.27798813581466675,0.8960280418395996
10,0.24008892476558685,0.9249359369277954,0.24822068214416504,0.9193925261497498
11,0.2266114503145218,0.9284511208534241,0.2254500389099121,0.9182242751121521
12,0.20700277388095856,0.9356279969215393,0.22857056558132172,0.9211448431015015
13,0.2005833387374878,0.9373123645782471,0.20142726600170135,0.9328271150588989
14,0.19462236762046814,0.9384840726852417,0.21276713907718658,0.9357476830482483
15,0.17901600897312164,0.9436836242675781,0.18508251011371613,0.9392523169517517
16,0.16790379583835602,0.9461735486984253,0.18320852518081665,0.9392523169517517
17,0.15924401581287384,0.950274646282196,0.18732225894927979,0.9363317489624023
18,0.1515301764011383,0.952032208442688,0.19066596031188965,0.9386682510375977
19,0.1379222422838211,0.9586964249610901,0.19217492640018463,0.9328271150588989
20,0.13412193953990936,0.9575247168540955,0.19241613149642944,0.9439252614974976
21,0.1359572857618332,0.956719160079956,0.1628752499818802,0.952102780342102
22,0.12220606207847595,0.960820198059082,0.15926991403102875,0.9450934529304504
23,0.11999807506799698,0.9619187116622925,0.18490181863307953,0.9369158744812012
24,0.11679339408874512,0.9633101224899292,0.18442441523075104,0.9351635575294495
