,loss,accuracy,val_loss,val_accuracy
0,0.8484311103820801,0.7217825651168823,1.195755124092102,0.6217105388641357
1,0.33419644832611084,0.8895437717437744,7.032876014709473,0.3552631437778473
2,0.22977890074253082,0.9266602993011475,0.5137073993682861,0.8673245906829834
3,0.18853121995925903,0.9418482780456543,0.5973103046417236,0.8684210777282715
4,0.15781059861183167,0.9522358775138855,4.046025276184082,0.5718201994895935
5,0.14135754108428955,0.9579363465309143,0.5484722852706909,0.875
6,0.1262669861316681,0.9628234505653381,0.7312132716178894,0.8530701994895935
7,0.11544797569513321,0.9664971232414246,9.067816734313965,0.38103070855140686
8,0.1121479719877243,0.9689039587974548,2.8497750759124756,0.6787280440330505
9,0.101998470723629,0.9714175462722778,0.7081257104873657,0.8640350699424744
10,0.09940502047538757,0.9723642468452454,1.20394766330719,0.8251096606254578
11,0.09266678243875504,0.9746911525726318,0.7899081110954285,0.8766447305679321
12,0.08803553134202957,0.9762779474258423,0.495052307844162,0.9194079041481018
13,0.08556307852268219,0.9775180220603943,0.7161679863929749,0.890899121761322
14,0.08323892951011658,0.978658139705658,0.7419816851615906,0.8930920958518982
15,0.08031190186738968,0.9794315695762634,0.6312156319618225,0.9095394611358643
16,0.07629688084125519,0.9809983372688293,8.278989791870117,0.4742324650287628
17,0.07427617907524109,0.9813917279243469,0.7901214957237244,0.9046052694320679
18,0.07098329067230225,0.9823318123817444,0.9035125374794006,0.9040570259094238
19,0.0714564248919487,0.9829518795013428,0.7331351041793823,0.8958333134651184
